original_sentence_id	sentence	locale
c8900995b9d21a4791b458a1580fc6ddbfaf1d4e478eb41365d6815839a4401c	However, students can also apply for a paid halftime internship throughout scholar year.	en
c8902b7c1b67d4197c92a90cd4de3b946f91f86205c0c8fd253fcfe7267941a4	The next major controversy led to separation in the Orthodox branch.	en
c8902f8d746493da11be9e21bd1ebd252c382fa9f4f4c51c6daac5387bbfb556	This was extremely unusual at the time as most officers' commissions were bought.	en
c89098b23b16d6c9729c848ee0e9160e4237171acd94ef700ee1b4ab4cd0843e	It has its own script.	en
c890d47a1150f1d25b84281b4064433c7ddac33091c7ce157e0e0f42c16a3b74	The temperature will fall off by a uniform gradient.	en
c890fdc7fb2736206c2c644384e7bda6f3ab1ea5d4c23f902458a1689b27923a	The specific epithet ("minus") means "smaller".	en
c89109ef6d39186adfd5cacd836ccc59cd8b7bcd7a3489b2b190c94c7be7218d	They begin to flower between late summer and early autumn.	en
c8910aa18f9bd326e8c6a2148808b0fb2c7e7ae7f7d1a4ba2ce5bce0b567e5b2	The viewer then has to decide whether Jason chooses to kill the Joker.	en
c891183e7fd1c237949138aa3ceb066d3d50d80459e55748c4133ae40f31d315	He is married to writer Sarah Byam.	en
c8917fdd1d177171012c4c0f29e98e046cf3fa2afea4075d5abd8ed53b5b9c95	However, these stores are not owned by the company.	en
c891b854c82d081fa5461a24277d3f8b55552bc68fc368dd451762d56e505645	Staff were appointed to start the general health sciences undergraduate program.	en
c892143e02b8a768d231e3fb7afdb643278a591a309920e6d0e29955f91632a3	He was educated at both Harrow School and Haileybury College.	en
c892c91f7f8b6547b354bdc0f85498582e95d8423b5c3e23f7e7bdf37ba25dea	Second, it must explain the cosmic microwave background radiation.	en
c8931f1eef3e3b87d7f111395829098d31fba85b8151e7287449c2aaf00c7dc2	His interment was at Oak Grove Cemetery, Bath, Maine.	en
c89503fb8fcf177ac8bfeb90cb771f4f6786b3e3e6b00fd30c9986410533a4d5	Cody also uses a rocket ship capable of reaching the Moon.	en
c89540e78a606e5bce6b218288adf074241a6c23fb51294e3d8c18f58f188937	Since the album "Kid A", he has also contributed drum machine programming.	en
c8958009077f6779e39ca6c0bd793528e6a5c7078e4e3d18363f0ca559083662	Thirty years earlier, charts were being copied in the wings before the show.	en
c895b1ceec23185d1cd1e2d622e5a39ff3011914ac391ff203c40796a55a525b	However, after several years Raja Abdullah gave up and remarried.	en
c895ef66fa4e94f861af9077168a1e71a2aae27236c83b4bffa97df76e57df38	The bombing of the boat had been designed to make the ship unsalvageable.	en
c895f066260b073b961436c9be99c9a3fd259ffd02e316232d3ce1b1ba33d2aa	Bradley played for a number of different hockey teams in many different leagues.	en
c89702dc400b8cfff40cb5a78dd2525216fb586ea7e23ca21308e7824935d09e	She researches and teaches at the Folkwang University of the Arts in Essen.	en
